age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,overtime,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,date_birth,salary,remote_work
21,yes,,290.04,,7,1,marketing,1439,medium,female,,high,entry_level,sales_representative,medium,single,2342.59,6090.75,1,,13,"3,0",medium,nan,0,,3,good,1,1,0,2002,,yes
22,yes,travel_rarely,290.04,,45,1,medical,1440,high,male,36.25,high,entry_level,laboratory_technician,low,,2342.59,6090.75,1,yes,17,"3,0",high,part_time,0,1,6,good,1,0,0,2001,28111.13,yes
37,no,travel_rarely,420.02,,8,2,other,1441,high,female,,high,intermediate,human_resources,medium,divorced,,8820.5,2,no,13,"3,0",high,part_time,0,19,4,low,10,4,7,1986,40710.0,yes
42,no,travel_rarely,556.26,,13,3,nan,1442,medium,female,69.53,very_high,intermediate,healthcare_representative,low,married,4492.84,11681.39,5,no,18,,high,part_time,2,10,2,low,0,0,0,1981,53914.11,no
18,no,,290.04,,14,3,nan,1443,medium,male,,high,entry_level,research_scientist,high,single,2342.59,6090.75,1,,16,"3,0",high,nan,0,0,4,very_low,0,0,0,2005,,yes
31,yes,travel_rarely,304.98,,18,5,human_resources,1444,very_high,female,,very_high,entry_level,human_resources,low,married,2463.33,6404.67,0,no,17,"3,0",high,full_time,0,2,4,good,1,0,0,1992,29560.0,yes
36,no,travel_rarely,556.26,,2,4,nan,1445,very_high,male,,high,intermediate,research_scientist,medium,,,11681.39,4,yes,22,"4,0",very_high,nan,1,,2,good,1,0,0,1987,53914.11,yes
32,no,travel_frequently,479.56,,10,4,marketing,1446,very_high,female,59.94,high,intermediate,sales_executive,very_high,,3873.33,10070.67,8,,13,"3,0",high,part_time,0,,2,excellent,0,0,0,1991,46480.0,yes
29,no,,556.26,,29,1,life_sciences,1447,very_high,female,69.53,low,intermediate,healthcare_representative,high,divorced,,11681.39,8,no,17,,very_high,part_time,2,11,3,,7,1,6,1994,53914.11,no
42,no,travel_rarely,290.04,,8,3,nan,1448,very_high,female,,high,entry_level,laboratory_technician,high,,2342.59,6090.75,4,no,13,,very_high,part_time,0,,3,good,0,0,0,1981,28111.13,yes
29,no,travel_rarely,289.3,,6,1,nan,1449,very_high,female,,medium,entry_level,human_resources,medium,married,2336.67,6075.33,1,no,11,"3,0",very_high,part_time,0,,3,good,1,0,0,1994,28040.0,yes
29,yes,,251.64,,24,2,nan,1450,very_high,female,,medium,entry_level,research_scientist,very_high,,2032.5,5284.5,1,yes,24,,medium,part_time,0,1,3,low,1,1,0,1994,24390.0,no
28,no,travel_rarely,294.67,sales,3,3,medical,1451,medium,male,,high,entry_level,sales_representative,medium,,2380.0,6188.0,1,no,19,"3,0",very_high,nan,1,1,3,good,1,0,0,1995,,yes
30,yes,,290.04,,9,3,nan,1452,medium,female,,high,entry_level,sales_representative,very_high,,2342.59,6090.75,1,,13,"3,0",high,nan,0,,3,low,1,0,0,1993,,no
22,yes,travel_rarely,290.04,research_&_development,7,1,life_sciences,1453,very_high,female,,high,entry_level,research_scientist,medium,single,2342.59,6090.75,1,,23,"4,0",low,nan,0,1,2,good,1,0,0,2001,,yes
26,no,,302.61,,1,2,life_sciences,1454,medium,male,,medium,entry_level,research_scientist,high,,2444.17,6354.83,1,yes,13,"3,0",high,full_time,1,1,3,low,1,1,0,1997,29330.0,no
44,no,travel_rarely,556.26,,1,4,nan,1455,medium,female,,very_high,intermediate,healthcare_representative,low,,4492.84,11681.39,2,,15,"3,0",very_high,part_time,1,10,5,good,2,2,2,1979,53914.11,yes
29,yes,travel_frequently,112.56,sales,24,3,technical_degree,1456,high,female,14.07,very_high,entry_level,sales_representative,low,single,,2363.83,1,no,17,"3,0",very_high,part_time,0,1,3,,1,0,0,1994,10910.0,yes
28,yes,travel_rarely,556.26,,13,2,marketing,1457,very_high,male,,high,intermediate,sales_executive,high,,4492.84,11681.39,3,yes,11,"3,0",very_high,part_time,0,6,0,good,2,2,2,1995,53914.11,yes
56,no,travel_rarely,556.26,,11,5,nan,1458,very_high,male,,medium,intermediate,sales_executive,low,married,4492.84,11681.39,4,,16,"3,0",high,part_time,1,,3,good,0,0,0,1967,53914.11,yes
39,no,travel_rarely,531.45,,9,2,nan,1459,low,female,66.43,high,intermediate,manufacturing_director,low,married,,11160.5,1,no,25,"4,0",very_high,part_time,1,10,3,good,10,7,9,1984,51510.0,yes
58,no,,1582.77,,21,3,nan,1460,very_high,male,,high,manager,manager,very_high,,,33238.2,4,yes,13,"3,0",high,full_time,1,,2,low,1,0,0,1965,153407.07,yes
42,no,travel_rarely,556.26,sales,12,4,marketing,1461,medium,female,,high,intermediate,sales_executive,very_high,divorced,,11681.39,3,,12,,high,part_time,2,14,4,good,0,0,0,1981,53914.11,no
27,yes,,295.39,,22,3,nan,1462,low,male,,medium,entry_level,human_resources,medium,married,2385.83,6203.17,1,no,12,"3,0",low,full_time,0,,2,good,1,0,0,1996,28630.0,no
38,no,travel_rarely,294.87,,1,3,nan,1463,low,female,,medium,entry_level,sales_representative,low,single,2381.67,6192.33,4,,14,"3,0",low,nan,0,20,3,low,1,0,0,1985,,yes
32,no,,556.26,,5,4,life_sciences,1464,very_high,female,,medium,intermediate,manufacturing_director,very_high,,4492.84,11681.39,8,no,24,"4,0",medium,part_time,0,,1,good,1,0,0,1991,53914.11,yes
31,no,,116.48,,2,1,medical,1465,very_high,male,,low,entry_level,laboratory_technician,very_high,,94083.0,2446.17,1,,11,"3,0",high,part_time,3,,4,good,1,0,0,1992,11290.0,yes
25,no,travel_rarely,290.04,,2,3,nan,1466,high,male,,high,entry_level,human_resources,medium,,2342.59,6090.75,4,no,14,"3,0",high,part_time,0,6,3,good,2,1,2,1998,28111.13,no
40,no,,290.04,research_&_development,44,4,nan,1467,low,female,36.25,high,entry_level,laboratory_technician,very_high,married,2342.59,6090.75,8,no,19,"3,0",high,part_time,2,8,3,low,1,0,0,1983,28111.13,yes
39,no,non_travel,2004.79,,9,3,nan,1468,very_high,female,,high,executive,manager,very_high,,16192.5,42100.5,2,,13,"3,0",high,full_time,0,,3,low,6,1,3,1984,194310.0,no
23,yes,,290.04,,9,3,nan,1469,very_high,female,,high,entry_level,sales_representative,low,married,2342.59,6090.75,1,no,19,"3,0",low,nan,1,,3,,1,1,0,2000,,no
35,no,travel_rarely,1032.49,,26,4,life_sciences,1470,high,male,,high,senior,human_resources,very_high,single,8339.32,21682.23,1,yes,16,"3,0",high,part_time,0,,2,,9,1,7,1988,100071.84,no
34,no,travel_rarely,238.13,,7,2,technical_degree,1471,medium,female,,high,entry_level,sales_representative,high,,1923.33,5000.67,0,yes,25,"4,0",medium,nan,1,12,4,good,11,5,7,1989,23080.0,yes
28,no,non_travel,221.21,,16,3,medical,1472,high,female,27.65,high,entry_level,research_scientist,high,single,,4645.33,1,no,14,"3,0",high,part_time,0,5,3,low,5,1,4,1995,21440.0,no
29,no,,554.36,,1,3,life_sciences,1473,low,female,69.29,high,intermediate,healthcare_representative,low,married,4477.5,11641.5,0,no,12,"3,0",low,part_time,1,6,5,low,5,0,2,1994,53730.0,no
58,yes,travel_rarely,1032.49,,23,4,medical,1474,very_high,male,129.06,high,senior,healthcare_representative,very_high,married,8339.32,21682.23,1,,12,"3,0",very_high,part_time,1,40,3,low,40,15,6,1965,100071.84,yes
38,no,,1032.49,,3,3,life_sciences,1475,low,female,129.06,high,senior,sales_executive,high,divorced,,21682.23,0,,12,"3,0",high,part_time,2,,6,low,16,5,13,1985,100071.84,yes
29,no,travel_frequently,1032.49,,1,1,nan,1476,medium,male,,high,senior,sales_executive,very_high,married,,21682.23,1,,14,"3,0",very_high,part_time,1,11,5,good,11,4,1,1994,100071.84,yes
55,no,travel_rarely,1964.96,,1,3,medical,1477,very_high,female,,high,executive,manager,low,single,15870.83,41264.17,0,,14,"3,0",high,nan,0,37,2,good,36,4,13,1968,190450.0,yes
41,no,,1652.34,,2,4,nan,1478,very_high,female,,high,manager,manager,medium,,,34699.17,1,,19,"3,0",medium,full_time,0,,2,good,22,0,4,1982,160150.0,yes
39,no,travel_rarely,991.82,research_&_development,1,3,nan,1479,high,female,,very_high,senior,healthcare_representative,very_high,,8010.83,20828.17,0,no,17,,low,nan,3,19,5,low,18,3,7,1984,,yes
38,no,,1187.54,,15,2,life_sciences,1480,high,female,,medium,senior,research_director,very_high,,,24938.33,0,,14,"3,0",medium,full_time,1,,3,good,11,2,9,1985,115100.0,yes
43,no,,1582.77,,12,3,nan,1481,low,female,,medium,manager,research_director,medium,,12783.92,33238.2,1,no,11,"3,0",high,nan,1,,3,,25,3,9,1980,,yes
31,no,,444.27,,7,2,nan,1482,medium,male,,high,intermediate,manufacturing_director,low,married,3588.33,9329.67,1,no,12,"3,0",medium,part_time,1,13,5,very_low,13,3,12,1992,43060.0,yes
50,no,travel_rarely,1758.71,research_&_development,29,4,life_sciences,1483,medium,female,,medium,manager,manager,high,married,14205.0,36933.0,0,no,15,"3,0",medium,full_time,1,28,2,good,27,15,7,1973,170460.0,yes
33,no,non_travel,290.04,sales,8,1,life_sciences,1484,medium,male,36.25,medium,entry_level,sales_representative,very_high,,2342.59,6090.75,0,,19,"3,0",very_high,part_time,0,,2,low,2,2,2,1990,28111.13,no
26,yes,,210.68,,2,3,life_sciences,1485,low,female,,high,entry_level,research_scientist,low,married,1701.67,4424.33,6,,14,"3,0",medium,nan,1,6,2,good,3,1,2,1997,,yes
38,no,travel_frequently,291.06,,3,4,nan,1486,high,female,,high,entry_level,research_scientist,high,,2350.83,6112.17,3,no,16,"3,0",low,full_time,1,8,2,good,2,2,2,1985,28210.0,no
46,no,,1973.98,,1,4,medical,1487,very_high,female,,high,executive,research_director,very_high,,15943.72,41453.67,9,no,17,"3,0",very_high,nan,2,23,0,good,2,2,2,1977,191324.62,yes
21,no,,213.57,,25,1,nan,1488,very_high,male,26.7,medium,entry_level,research_scientist,medium,single,,4485.0,1,yes,11,"3,0",high,part_time,0,2,6,excellent,2,2,2,2002,20700.0,yes
31,no,travel_frequently,287.96,,20,3,nan,1489,high,female,36.0,very_high,entry_level,sales_representative,very_high,married,,6047.17,0,no,12,,low,part_time,1,3,4,good,2,2,2,1992,27910.0,no
35,no,,556.26,,11,2,marketing,1490,very_high,female,69.53,high,intermediate,sales_executive,very_high,divorced,,11681.39,1,,11,"3,0",very_high,part_time,1,5,3,good,5,0,2,1988,53914.11,yes
34,no,,556.26,,2,2,nan,1491,very_high,female,,high,intermediate,manufacturing_director,high,single,,11681.39,2,no,11,"3,0",very_high,part_time,0,,3,,3,0,2,1989,53914.11,yes
33,yes,,848.51,,9,4,nan,1492,low,male,,high,intermediate,sales_executive,low,single,,17818.67,0,,17,"3,0",low,full_time,0,6,3,good,5,0,3,1990,82240.0,yes
31,yes,,269.29,research_&_development,15,3,medical,1493,high,female,,high,entry_level,laboratory_technician,high,,,5655.0,1,no,12,"3,0",high,part_time,1,,5,low,2,2,2,1992,26100.0,no
37,no,travel_rarely,591.29,,25,2,nan,1494,high,male,,medium,intermediate,healthcare_representative,very_high,,,12417.17,7,no,13,"3,0",high,full_time,2,9,2,good,6,1,3,1986,57310.0,no
27,no,travel_rarely,261.96,,6,3,nan,1495,very_high,female,,medium,entry_level,research_scientist,high,married,2115.83,5501.17,1,no,13,,high,nan,1,4,0,good,4,2,2,1996,,no
35,no,travel_frequently,245.14,,4,4,other,1496,very_high,female,,medium,entry_level,laboratory_technician,very_high,married,1980.0,5148.0,1,,13,"3,0",medium,part_time,1,2,2,excellent,2,2,2,1988,23760.0,yes
56,no,,1973.98,,4,4,nan,1497,very_high,male,246.75,high,executive,manager,low,divorced,15943.72,41453.67,4,no,13,"3,0",very_high,full_time,1,28,2,good,5,4,2,1967,191324.62,no
45,no,,290.04,research_&_development,7,3,medical,1498,low,male,,high,entry_level,research_scientist,high,,,6090.75,4,yes,19,"3,0",high,part_time,1,,2,,3,0,2,1978,28111.13,yes
43,no,travel_rarely,365.13,,2,3,life_sciences,1499,medium,female,,high,entry_level,human_resources,very_high,,2949.17,7667.83,0,no,13,"3,0",medium,full_time,0,,5,good,9,1,8,1980,35390.0,yes
31,no,travel_rarely,564.16,,29,4,marketing,1500,low,male,,medium,intermediate,sales_executive,very_high,,,11847.33,1,,14,"3,0",low,full_time,2,,3,good,12,5,7,1992,54680.0,yes
35,yes,,599.75,,27,3,nan,1501,high,female,74.97,high,intermediate,sales_executive,very_high,,4844.17,12594.83,1,,18,"3,0",very_high,full_time,0,,2,good,10,7,7,1988,58130.0,yes
35,no,non_travel,556.26,research_&_development,2,2,medical,1502,medium,female,,high,intermediate,manufacturing_director,very_high,divorced,4492.84,11681.39,2,no,14,"3,0",high,part_time,1,15,6,good,7,1,7,1988,53914.11,no
30,no,,997.39,,47,3,medical,1503,nan,male,,high,senior,manufacturing_director,high,single,8055.83,20945.17,9,no,14,"3,0",medium,part_time,0,9,3,good,7,0,2,1993,96670.0,no
46,yes,travel_rarely,556.26,,21,2,medical,1504,very_high,male,69.53,high,intermediate,healthcare_representative,medium,married,4492.84,11681.39,4,no,22,"4,0",very_high,part_time,1,13,2,excellent,9,3,7,1977,53914.11,no
45,no,non_travel,531.76,,48,4,nan,1505,nan,male,,high,intermediate,sales_executive,high,marreid,4295.0,11167.0,4,,22,"4,0",medium,nan,2,10,3,excellent,8,5,7,1978,,yes
43,no,travel_frequently,585.52,,2,4,life_sciences,1506,low,female,,high,intermediate,sales_executive,very_high,married,4729.17,12295.83,1,,20,"4,0",high,nan,1,7,5,good,7,7,7,1980,,no
46,yes,,754.62,,10,3,life_sciences,1507,high,male,,high,senior,sales_executive,medium,,6095.0,15847.0,5,,21,"4,0",high,part_time,3,14,2,good,8,0,7,1977,73140.0,no
40,no,travel_rarely,1582.77,research_&_development,1,4,nan,1508,low,female,,high,manager,manager,low,,12783.92,33238.2,2,,11,"3,0",low,full_time,1,22,3,,19,11,16,1983,153407.07,yes
27,no,travel_rarely,556.26,sales,2,2,nan,1509,low,male,69.53,very_high,intermediate,sales_executive,high,single,4492.84,11681.39,0,no,14,"3,0",medium,part_time,0,9,5,low,8,0,7,1996,53914.11,yes
42,no,,1032.49,,6,3,medical,1510,high,female,,high,senior,research_director,low,married,8339.32,21682.23,9,no,13,"3,0",medium,nan,1,18,3,excellent,13,5,7,1981,100071.84,no
26,no,travel_frequently,290.04,,6,3,other,1511,high,female,36.25,very_high,entry_level,laboratory_technician,very_high,married,2342.59,6090.75,0,no,18,"3,0",low,part_time,1,8,3,good,7,7,7,1997,28111.13,yes
28,no,travel_frequently,556.26,,1,2,life_sciences,1512,high,female,,medium,intermediate,sales_executive,very_high,married,,11681.39,1,,12,"3,0",high,part_time,1,7,2,good,7,0,7,1995,53914.11,yes
31,no,travel_rarely,290.04,research_&_development,5,4,nan,1513,high,female,36.25,high,entry_level,research_scientist,very_high,married,,6090.75,0,,12,"3,0",high,part_time,1,,4,good,5,0,3,1992,28111.13,yes
31,no,travel_rarely,661.35,,2,3,human_resources,1514,low,female,82.67,medium,intermediate,human_resources,low,,5341.67,13888.33,3,no,12,"3,0",very_high,full_time,0,,1,good,2,1,0,1992,64100.0,yes
31,no,,290.04,research_&_development,2,4,nan,1515,high,female,,high,entry_level,research_scientist,very_high,,,6090.75,0,,18,"3,0",medium,part_time,1,3,2,very_low,2,2,2,1992,28111.13,yes
52,yes,,509.79,,8,4,medical,1516,high,female,,medium,intermediate,research_scientist,medium,,4117.5,10705.5,2,no,15,,low,part_time,0,11,3,low,8,7,7,1971,49410.0,no
28,yes,,290.04,,2,4,medical,1517,low,female,,low,entry_level,research_scientist,very_high,married,2342.59,6090.75,5,yes,13,"3,0",very_high,part_time,0,,4,low,3,2,2,1995,28111.13,yes
47,no,travel_rarely,1973.98,,5,5,nan,1518,very_high,female,,high,executive,research_director,high,married,,41453.67,4,,11,"3,0",medium,full_time,1,21,2,good,3,1,1,1976,191324.62,yes
29,no,,410.94,,9,5,other,1519,medium,female,,medium,entry_level,laboratory_technician,very_high,,,8629.83,0,no,17,"3,0",high,full_time,0,4,2,,3,2,2,1994,39830.0,no
37,no,,654.85,,5,2,medical,1520,very_high,female,,high,intermediate,manufacturing_director,very_high,,5289.17,13751.83,7,no,16,"3,0",high,full_time,2,8,2,low,6,0,4,1986,63470.0,no
23,no,,299.62,,22,1,nan,1521,high,female,,high,entry_level,research_scientist,very_high,,,6292.0,1,,12,"3,0",high,full_time,2,,2,low,4,0,2,2000,29040.0,no
42,no,travel_rarely,278.16,human_resources,2,1,nan,1522,high,female,34.77,high,entry_level,human_resources,high,divorced,2246.67,5841.33,0,yes,11,"3,0",high,part_time,1,4,5,good,3,1,0,1981,26960.0,yes
30,no,,556.26,sales,28,2,nan,1523,very_high,male,69.53,high,intermediate,sales_executive,high,,4492.84,11681.39,7,,12,"3,0",medium,part_time,1,4,2,excellent,2,2,2,1993,53914.11,yes
21,yes,,224.3,,1,1,nan,1524,low,male,,medium,entry_level,sales_representative,medium,single,1811.67,4710.33,1,,11,"3,0",high,part_time,0,3,3,good,3,1,2,2002,21740.0,no
57,no,travel_rarely,696.94,,1,4,medical,1525,very_high,female,,high,intermediate,healthcare_representative,high,,5629.17,14635.83,2,no,11,"3,0",high,full_time,0,,2,good,3,1,2,1966,67550.0,no
21,no,,290.04,,9,2,nan,1526,low,female,,high,entry_level,sales_representative,very_high,single,2342.59,6090.75,1,,24,"4,0",high,part_time,0,3,3,low,3,2,2,2002,28111.13,yes
31,no,travel_rarely,274.13,,9,4,life_sciences,1527,high,female,,medium,entry_level,research_scientist,medium,,2214.17,5756.83,0,,16,"3,0",very_high,part_time,0,3,5,good,2,2,2,1992,26570.0,no
29,no,,290.04,research_&_development,23,3,nan,1528,very_high,female,,high,entry_level,research_scientist,very_high,,,6090.75,9,no,16,,very_high,part_time,0,6,4,good,3,1,2,1994,28111.13,yes
27,no,travel_rarely,290.04,,1,2,nan,1529,very_high,female,,high,entry_level,laboratory_technician,medium,,,6090.75,1,no,11,"3,0",medium,part_time,1,5,2,good,5,0,4,1996,28111.13,yes
49,no,travel_rarely,1131.31,,7,3,other,1530,medium,female,,medium,senior,healthcare_representative,high,single,,23757.5,8,no,24,"4,0",high,full_time,0,,2,good,5,0,0,1974,109650.0,no
36,no,travel_rarely,262.37,,2,3,nan,1531,very_high,male,,high,entry_level,research_scientist,high,married,2119.17,5509.83,4,no,13,"3,0",medium,nan,1,,3,good,2,2,2,1987,,yes
34,yes,non_travel,547.24,,37,3,marketing,1532,low,female,,very_high,intermediate,sales_executive,very_high,,4420.0,11492.0,8,yes,13,"3,0",medium,nan,0,,3,low,5,0,4,1989,,yes
24,no,,556.26,,32,4,marketing,1533,very_high,male,,high,intermediate,sales_executive,high,divorced,4492.84,11681.39,1,yes,12,"3,0",very_high,part_time,1,,2,excellent,5,0,3,1999,53914.11,yes
42,no,,290.04,,1,4,nan,1534,medium,male,,high,entry_level,laboratory_technician,low,,2342.59,6090.75,3,no,16,"3,0",medium,part_time,1,8,5,good,5,1,2,1981,28111.13,yes
54,no,,2002.21,,5,2,medical,1535,low,female,,high,executive,research_director,low,married,16171.67,42046.33,4,,11,"3,0",high,nan,1,24,4,low,4,1,2,1969,,yes
34,no,,674.56,,4,4,nan,1536,high,male,,high,intermediate,sales_executive,high,married,,14165.67,9,no,15,"3,0",low,full_time,1,,3,good,3,1,2,1989,65380.0,yes
43,no,,232.97,,21,3,nan,1537,very_high,female,29.12,high,entry_level,laboratory_technician,very_high,,1881.67,4892.33,7,,20,"4,0",low,part_time,1,,1,good,3,1,2,1980,22580.0,yes
43,no,travel_rarely,556.26,,8,4,other,1538,high,male,,high,intermediate,healthcare_representative,high,,4492.84,11681.39,4,yes,14,"3,0",very_high,nan,0,,3,good,5,0,2,1980,,yes
31,no,travel_rarely,228.84,,1,2,nan,1539,very_high,female,,medium,entry_level,laboratory_technician,low,married,1848.33,4805.67,1,no,12,"3,0",high,nan,1,4,3,,4,3,2,1992,,yes
25,yes,travel_rarely,290.04,,3,3,medical,1540,low,female,36.25,high,entry_level,laboratory_technician,low,married,,6090.75,5,no,13,"3,0",high,part_time,1,6,5,,2,0,2,1998,28111.13,yes
45,no,,273.83,,10,2,life_sciences,1541,low,female,,high,entry_level,research_scientist,very_high,married,,5750.33,3,no,21,,very_high,part_time,2,8,3,low,2,0,2,1978,26540.0,yes
45,no,travel_rarely,1582.77,,33,2,medical,1542,high,female,,high,manager,healthcare_representative,very_high,married,12783.92,33238.2,0,yes,14,"3,0",medium,full_time,0,21,2,good,20,4,10,1978,153407.07,yes
47,yes,non_travel,1032.49,,29,4,life_sciences,1543,low,female,129.06,high,senior,manager,medium,married,,21682.23,1,,12,"3,0",very_high,part_time,1,,2,low,10,9,9,1976,100071.84,no
35,no,,1032.49,,38,3,life_sciences,1544,medium,male,,very_high,senior,manager,medium,divorced,8339.32,21682.23,7,,18,,medium,nan,1,10,6,low,7,6,2,1988,,yes
29,no,travel_frequently,556.26,,2,2,nan,1545,medium,female,69.53,high,intermediate,sales_executive,very_high,single,4492.84,11681.39,1,,18,"3,0",low,part_time,0,,3,,10,0,9,1994,53914.11,yes
55,no,travel_rarely,556.26,research_&_development,17,2,technical_degree,1546,nan,female,,high,intermediate,laboratory_technician,very_high,marreid,4492.84,11681.39,3,,19,,very_high,nan,1,12,4,good,10,0,8,1968,,yes
26,yes,travel_rarely,601.3,,4,4,nan,1547,very_high,female,,medium,intermediate,sales_executive,very_high,single,,12627.33,1,,12,"3,0",medium,full_time,0,,0,,8,7,4,1997,58280.0,yes
31,no,travel_rarely,556.26,,7,3,technical_degree,1548,medium,female,,very_high,intermediate,sales_executive,very_high,,,11681.39,4,,11,"3,0",medium,part_time,1,10,3,low,8,7,7,1992,53914.11,no
